content,content_ing
"jne id express, kurir rekomendasi aplikasi oper2an gitu pengirimannya, hati-hati , aplikasi kalian bisa ganti ekspedisi , paket 1 minggu lebih bebelum sampe , pake apk sebelah aja biar kalian jelas dapet resinya karna cuma pake 1 ekspedisi sampe slesai, tau mau ekspedisi mana buru2 ambil komplain, dan cs apk pake auto-reply percumah , bakal nylesaiin cepet masalah pesanan kalian , hati-hati 👌🏻","JNE ID Express, Courier Recommendation for Ope2an Applications is the delivery, be careful, your application can change the expedition, package 1 week is over until, use the next apk so you can clearly get the residence because you only use 1 expedition until the Slecessi, you know what expedition to be a hurryTake a complaint, and CS Apk uses auto-regarding houses, will finish quickly about your order, be careful 👌🏻"
selalu uring2an kali expedisine rekomendasi toped. sangat buruk. 2 minggu lebih baru sampai ke alamat tujuan pengiriman. padahal barang di lokasi kota tujuan 1minggu bahkan lebih. tlng hapus aja mitra2 expedisine g komitmen.,Always grumpy times Expedisine Toped Recommendations.very bad.2 weeks more recently reached the destination address for shipping.Even though the goods at the destination city location are 1 week or more.Just delete the Expedisine partners g commitment.
"makin kesini makin gak transparan. misalnya beli barang 100rb lalu pakai gratis ontidakir tambahan 1000 buat asuransi, yang dibayarkan 103rb, laa dibawahnya skarenag udah gak ada lagi rinciannya selisih 2rb nya apa 👎👎👎👎👎","The more here the more transparent.For example, buy 100 thousand items and then use free ontidakir 1000 for insurance, which is paid 103rb, laa underneath skarenag has no more details of the 2rb difference."
"jangan mau belanja aplikasi tokopedia,akun tiba-tiba pakai promo lainnya alasan aku sesuai s&k promo padahal pernah masalah akun alasan admin nya tidak membantu, mending belanja aplikasi toko oren lainnya tidak pernah kendala promo banyak bisa digunakan","Don't want to shop for the Tokopedia application, the account suddenly uses other promos, the reason I am according to S&K Promo even though the account problem has never been helped, it's better to shop for other oren shop applications."
"kurir rekomendasi lebih baik dihapuskan aja. bikin customer jadi nyaman belanja. pengiriman jadi sangat lama. paket dihandle lebih satu jasa kurir nomor resi khusus ditrack langsung jasa kurirnya. track lewat tokopedia sangat tidak membantu customer. terjadi pengiriman lambat, cs tokopedia cuma bilang tunggu. batas waktu pengiriman dibikin sangat lama. dll. males ngetiknya.","Recommendation courier is better to be abolished.Make the customer comfortable shopping.Delivery is very long.The package in more than one courier service is a special receipt number in the courier service directly.Track through Tokopedia really does not help customers.There was a slow delivery, CS Tokopedia just said waiting.The time limit for shipping is made very long.etc.lazy typing."
"pengiriman pelayanan tokopedia sangat buruk, pernah menyelesaikan masalah pembeli ada komplin. termasuk pengirimannya selalu molor jauh estimasi tertera. jangan minta maaf memperbaiki aplikasinya, kecepatan sistem pengriman cara cepat menyelesaikan masalah pembeli diperbaiki. kerjasama dengan ekspedisi yang terintegritas terpercaya kecepatan pengirimannya.","Tokopedia service delivery is very bad, once resolved the buyer's problem there is a complex.Including the delivery is always delayed far estimated listed.Do not apologize to improve the application, the speed of the system of remedies how to quickly solve the problem of buyers' problems is improved.Cooperation with a trusted integrity expedition speed."
"aplikasi sangat lambat, padahal koneksi baik² buat buka shopee lancar, mau menghubuntidakan gopay aja muter² doang ga konek², mau ubah metode pembayaran sama aja loading lama banget. kalau ga niat mending tutup aja aplikasinya bang","The application is very slow, even though the connection is fine to open the shopee smoothly, just want to submit the gopay just go around, just not connecting, want to change the payment method is the same for loading for a long time.if you don't intend to just close the application, sir"
"dong,kalau pilih rekomendasi expedisi agak beneran dikit,jangan amatiran,makin kesini harusnya makin cepat pengiriman,ini malah makin lambat,terutama. expedis id express.,tokopedia tanggu jawab paket rusak..","Dong, if you choose an expedition recommendation a bit really a little, don't be amateur, the more here it should be the faster the delivery, this is even slower, especially.Expedis ID Express., Tokopedia Responsible Damaged Package .."
"aplikasi ribet payah lemot. tiap beli menggunakan aplikasi pasti selalu pengiriman bermasalah.. barang 2 mingguan lebih ada perbaikan ada call center, pesan komplain dibalas menggunakan pesan tamplate","LAFT DISTORY APPLICATION.every time buying using an application, it is always a problem delivery .. 2 weeks of items there is an improvement there is a call center, a complaint message is replied using a tamplate message"
"sampah expredisi (jne) nya. udah lama, gak dipilih. kasian seller ditokopedia jd korban kecewa pembeli. pengiriman kok 6 hari.. paket diexpedisi lho bukan diseller order beberapa x, gitu terus jne sampah, lelet,, tokopedia terupdate menampilkan harga promo,bukan harga asli, udah mirip lazada, malah pas karna semua voucher bs dipakai pas chekout..","Expredition waste (JNE).It's been a long time, not chosen.Poor seller Ditokopedia so the victim is disappointed by the buyer.Delivery why 6 days .. Diexpedition package, you know, not a few x diller orders, so continue to jne trash, slow, Tokopedia is updated to display promo prices, not the original price, already similar to lazada, instead it fits because all the bs vouchers are used when checkouts .."
"pengiriman rekomendasi tokopedia direkomendasikan.. proses pengirimannya cukup lama, pantas review barang datang untuk produknya tapi ada penilaian untuk delivery dr pihak tokopedia sadar pengiriman cukup buruk. ditambah tokopedia menyediakan layanan tokopedia care hanya dijalankan sistem / robot jawab tidak sepenuhnya membantu keluhan konsumen..","Tokopedia recommendations are recommended. The delivery process is quite long, it is appropriate for the Review of Goods to come for its products but there is an assessment for the delivery of the Tokopedia aware that the shipping is quite poor.Plus Tokopedia provides Tokopedia Care services only run the system / robot answer does not fully help consumer complaints .."
"please lah, gratis ontidakir nya kalau kurirnya jangan random (kurir rekomendasi). soalnya jne keberatan nganterin paket rumah saya, jadi pesanan banyak hilang dikembalikan penjual. kalau dibikin si oren, pembeli bebas pilih kurir. di kota, kecepatan kurir berbeda-beda, kejujuran kurir berbeda-beda, jadi jangan disamaratakan. jadi percuma langganan paket plus sistemnya ini. peduli konsumen dikit lah bapak tokopedia!.","Please, it's free on the courier if the courier is not random (recommendation courier).The problem is that JNE objected to my package, so the order was lost by the seller.If the Oren is made, the buyer is free to choose a courier.In the city, the speed of the courier is different, the honesty of the courier is different, so do not be generalized.So it's useless to subscribe to the package plus this system.Caring for consumers a little Mr. Tokopedia!."
"edit bintangnya jadi 5 meluncur bintang 1. mantap banget sebulan lebih kasih promo konsisten sekalii, wishlist satu-satu tercheckout, gratis ontidakir pula. berbulan-bulan kuabaikan aplikasinya, skrg tiada hari buka checkout disini mumpung promonya jalan 😂. makasih tokped, sukses selalu ya","Edit the stars to be 5 stars sliding 1 very great a month more than a very consistent promo, wishlist one-on-one tercheckout, free on and non-unit.For months I ignored the application, now there is no day open checkout here while the promo is walking 😂.thanks to the tokped, always success"
"produk stuck kurir, beberapa hari ada kelanjutan, disaat complain respon cara mengatasi pihak aplikasi lama sekali, kecewa, biasanya aman-aman saja, ntah jadi ini. saran kalau lebih cepat mengatasi komplain pengembalian dananya.","Stuck courier products, a few days there is a continuation, when complaints response how to overcome the old application once, disappointed, usually safe, it's like this.Suggestions if faster to overcome the complaints of returning funds."
"sangat disayantidakan, akhir akhir pengiriman kurir rekomendasi sangan sangat lambat, sap express kaya becanda pengiriman nya. padahal berlangganan pengiriman plus, percuma bayar langganan. bukan nya ditintidakatin pengiriman nya, malah makin buruk.","It is very much served, the end of the sending courier is very slow, SAP Express is like a joking delivery.Though subscribing to shipping plus, it's useless to pay subscription.It's not that the delivery, even worse."
"kecepatan proses pesanan penjual salah satu kunci kepuasan pelanggan, tokopedia memberikan mitigasi baik sla waktu proses pesanan penjual. alih-alih waktu batal otomatis tepat waktu tokopedia diam2 menambah durasi waktu proses pesanan sepengetahuan pembeli. batas waktu ditampilkan aplikasi beda kebijakan berlaku. serintidakali pelanggan barang cepat diterima, tentunya prosesnya cepat juga. bukan salah penjual ekspedisi.","Speed of Seller Order Process One of the keys to customer satisfaction, Tokopedia provides good mitigation when the seller's order process.Instead of time to cancel automatically on time Tokopedia secretly adds to the duration of the order process to the buyer's knowledge.The deadline is displayed a different policy application applies.In fact, the customer of goods is quickly accepted, of course the process is fast too.Not the fault of the expedition seller."
"huh dapet harga murah gak pernah kirim udah 2x co gak kirim2 akhirnya batal otomatis .. permainan seller sama tokped mah mentang2 dapet barang murah gak mau kirim barang !! kalau gak niat ngasih harga murah mending gak usah ngasih pada php udah nunggu lama2 gak kirim barang nya, emosiiiii , contoh toko sebelah ngasih harga murah pengiriman cepat sesuai ekpetasi !","huh get a cheap price never sent it already 2x Co don't send it finally canceled automatically .. Seller games and tokped to get cheap items don't want to send items !!If you don't intend to give a cheap price, it's better not to give you to PHP, I have been waiting for a long time, not sending the items, emotions, for example the shop next to give cheap prices for fast shipping according to the expectation!"
